    0.002,    0.000,    0.003,    0.291,    0.000
    0.003,    0.000,    0.009,    0.868,    0.000
    0.003,    0.000,    0.015,    1.485,    0.000
    0.003,    0.000,    0.021,    2.078,    0.000
    0.003,    0.000,    0.026,    2.628,    0.000
    0.003,    0.000,    0.032,    3.157,    0.000
    0.003,    0.000,    0.037,    3.673,    0.000
    0.003,    0.000,    0.042,    4.180,    0.000
    0.003,    0.000,    0.047,    4.682,    0.000
    0.003,    0.000,    0.052,    5.202,    0.000
    0.003,    0.000,    0.058,    5.757,    0.000
    0.003,    0.000,    0.063,    6.313,    0.000
    0.003,    0.000,    0.069,    6.860,    0.000
    0.003,    0.000,    0.074,    7.398,    0.000
    0.003,    0.000,    0.079,    7.944,    0.000
    0.004,    0.000,    0.086,    8.577,    0.000
    0.005,    0.000,    0.094,    9.365,    0.000
    0.008,    0.000,    0.105,   10.453,    0.000
    0.010,    0.000,    0.120,   11.979,    0.000
    0.011,    0.000,    0.137,   13.747,    0.000
    0.010,    0.000,    0.154,   15.393,    0.000
    0.010,    0.000,    0.169,   16.911,    0.000
    0.010,    0.000,    0.184,   18.430,    0.000
    0.010,    0.000,    0.199,   19.944,    0.000
    0.009,    0.000,    0.213,   21.348,    0.000
    0.009,    0.000,    0.227,   22.660,    0.000
    0.009,    0.000,    0.240,   23.989,    0.000
    0.010,    0.000,    0.254,   25.372,    0.000
    0.012,    0.000,    0.269,   26.918,    0.000
    0.013,    0.000,    0.288,   28.756,    0.000
    0.013,    0.000,    0.305,   30.532,    0.000
    0.012,    0.000,    0.323,   32.300,    0.000
    0.011,    0.000,    0.339,   33.926,    0.000
    0.010,    0.000,    0.354,   35.402,    0.000
    0.010,    0.000,    0.367,   36.748,    0.000
    0.009,    0.000,    0.380,   38.005,    0.000
    0.011,    0.000,    0.394,   39.363,    0.000
    0.011,    0.000,    0.408,   40.812,    0.000
    0.011,    0.000,    0.422,   42.224,    0.000
    0.011,    0.000,    0.437,   43.677,    0.000
    0.011,    0.000,    0.451,   45.098,    0.000
    0.012,    0.000,    0.466,   46.594,    0.000
    0.012,    0.000,    0.482,   48.161,    0.000
    0.011,    0.000,    0.497,   49.652,    0.000
    0.011,    0.000,    0.511,   51.070,    0.000
    0.011,    0.000,    0.525,   52.524,    0.000
    0.011,    0.000,    0.539,   53.948,    0.000
    0.011,    0.000,    0.554,   55.411,    0.000
    0.014,    0.000,    0.571,   57.072,    0.000
    0.014,    0.000,    0.589,   58.851,    0.000
    0.013,    0.000,    0.606,   60.562,    0.000
    0.013,    0.000,    0.622,   62.236,    0.000
    0.016,    0.000,    0.641,   64.082,    0.000
    0.020,    0.000,    0.664,   66.405,    0.000
    0.022,    0.000,    0.691,   69.118,    0.000
    0.025,    0.000,    0.722,   72.170,    0.000
    0.025,    0.000,    0.755,   75.465,    0.000
    0.024,    0.000,    0.787,   78.730,    0.000
    0.023,    0.000,    0.819,   81.941,    0.000
    0.021,    0.000,    0.849,   84.933,    0.000
    0.023,    0.000,    0.880,   88.021,    0.000
    0.022,    0.000,    0.912,   91.171,    0.000
    0.020,    0.000,    0.942,   94.233,    0.000
    0.019,    0.000,    0.972,   97.241,    0.000
    0.019,    0.000,    1.001,  100.131,    0.000
    0.018,    0.000,    1.029,  102.900,    0.000
    0.019,    0.000,    1.057,  105.665,    0.000
    0.020,    0.000,    1.087,  108.720,    0.000
    0.024,    0.000,    1.119,  111.949,    0.000
    0.030,    0.000,    1.161,  116.077,    0.000
    0.033,    0.000,    1.209,  120.921,    0.000
    0.039,    0.000,    1.263,  126.276,    0.000
    0.044,    0.000,    1.328,  132.755,    0.000
    0.043,    0.000,    1.394,  139.415,    0.000
    0.040,    0.000,    1.457,  145.708,    0.000
    0.038,    0.000,    1.516,  151.603,    0.000
    0.036,    0.000,    1.573,  157.254,    0.000
    0.035,    0.000,    1.627,  162.720,    0.000
    0.034,    0.000,    1.680,  168.033,    0.000
    0.032,    0.000,    1.731,  173.148,    0.000
    0.030,    0.000,    1.779,  177.855,    0.000
    0.027,    0.000,    1.822,  182.203,    0.000
    0.026,    0.000,    1.863,  186.258,    0.000
    0.024,    0.000,    1.901,  190.067,    0.000
    0.025,    0.000,    1.939,  193.902,    0.000
    0.025,    0.000,    1.977,  197.716,    0.000
    0.024,    0.000,    2.014,  201.391,    0.000
    0.023,    0.000,    2.049,  204.943,    0.000
    0.022,    0.000,    2.084,  208.390,    0.000
    0.022,    0.000,    2.117,  211.745,    0.000
    0.021,    0.000,    2.150,  215.021,    0.000
    0.021,    0.000,    2.182,  218.228,    0.000
    0.020,    0.000,    2.214,  221.375,    0.000
    0.020,    0.000,    2.245,  224.468,    0.000
    0.020,    0.000,    2.275,  227.514,    0.000
    0.020,    0.000,    2.305,  230.518,    0.000
    0.019,    0.000,    2.335,  233.484,    0.000
    0.019,    0.000,    2.364,  236.417,    0.000
    0.019,    0.000,    2.393,  239.319,    0.000
    0.019,    0.000,    2.422,  242.195,    0.000
    0.019,    0.000,    2.450,  245.045,    0.000
    0.018,    0.000,    2.479,  247.874,    0.000
    0.018,    0.000,    2.507,  250.682,    0.000
    0.018,    0.000,    2.535,  253.472,    0.000
    0.018,    0.000,    2.562,  256.244,    0.000
    0.018,    0.000,    2.590,  259.002,    0.000
    0.018,    0.000,    2.617,  261.745,    0.000
    0.018,    0.000,    2.645,  264.475,    0.000
    0.019,    0.000,    2.673,  267.303,    0.000
    0.019,    0.000,    2.702,  270.199,    0.000
    0.019,    0.000,    2.731,  273.089,    0.000
    0.019,    0.000,    2.760,  275.969,    0.000
    0.019,    0.000,    2.788,  278.841,    0.000
    0.019,    0.000,    2.817,  281.705,    0.000
    0.019,    0.000,    2.846,  284.561,    0.000
    0.019,    0.000,    2.874,  287.410,    0.000
    0.019,    0.000,    2.903,  290.253,    0.000
    0.019,    0.000,    2.931,  293.089,    0.000
